Subject,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,marker
BtnAAB216B5,-8621,-1001,2341,-468,-12801,-829, 
BtnAAB216B5,-7389,-684,2224,-952,-14506,-882, 
BtnAAB216B5,-6662,-826,2685,-1351,-16000,-897, 
BtnAAB216B5,-5474,-681,2704,-1696,-17461,-793, 
BtnAAB216B5,-2595,-809,2298,-1878,-18504,-363, 
BtnAAB216B5,345,-952,3047,-1933,-18495,184, 
BtnAAB216B5,2948,-983,3857,-2061,-17246,552, 
BtnAAB216B5,3843,-949,3672,-2055,-14770,416, 
BtnAAB216B5,2568,-1328,3080,-1558,-11892,-28, 
BtnAAB216B5,1444,-1688,2684,-1061,-9234,-302, 
BtnAAB216B5,1979,-1953,2142,-724,-6624,-580, 
BtnAAB216B5,1401,-2090,2146,-231,-4032,-892, 
BtnAAB216B5,1531,-1756,2398,331,-2241,-1002, 
BtnAAB216B5,2420,-1221,2591,672,-762,-963, 
BtnAAB216B5,2929,-718,2476,894,674,-928, 
BtnAAB216B5,3387,-920,2642,1080,2062,-816, 
BtnAAB216B5,3579,-1338,2356,1332,3272,-602, 
BtnAAB216B5,3633,-878,1691,1733,4293,-247, 
BtnAAB216B5,3661,-363,1749,1959,5544,93, 
BtnAAB216B5,4283,8,1932,1819,7149,192, 
BtnAAB216B5,5712,-581,1661,1583,9474,121, 
BtnAAB216B5,7608,-1545,624,1980,12148,16, 
BtnAAB216B5,7354,-1452,-1560,2371,14759,-346, 
BtnAAB216B5,2596,-1630,-3006,2403,16898,-378, 
BtnAAB216B5,-1466,-955,-2632,2192,17243,-156, 
BtnAAB216B5,-2090,102,-2502,1582,15966,95, 
BtnAAB216B5,-3470,1160,-2433,1161,14504,838, 
BtnAAB216B5,-6600,757,-1389,878,12358,1695, 
BtnAAB216B5,-5669,179,-1527,1060,9426,1831, 
BtnAAB216B5,-4115,290,-1912,1620,7885,1642, 
BtnAAB216B5,-4001,1185,-1975,2099,7605,1109, 
BtnAAB216B5,-4820,1903,-2072,1935,7225,484, 
BtnAAB216B5,-6301,2125,-1715,1305,6266,121, 
BtnAAB216B5,-6571,1834,-1437,461,4556,-134, 
BtnAAB216B5,-6237,1453,-920,-253,2579,-292, 
BtnAAB216B5,-6070,1898,-102,-598,605,-241, 
BtnAAB216B5,-5529,3043,166,-600,-804,-112, 
BtnAAB216B5,-5207,3372,1032,-524,-1197,-91, 
BtnAAB216B5,-4839,2907,2040,-102,-1208,-77, 
BtnAAB216B5,-4422,2908,2438,386,-1149,15, 
BtnAAB216B5,-5201,2299,2170,412,-1049,150, 
BtnAAB216B5,-6226,1597,1801,241,-1186,376, 
BtnAAB216B5,-6581,1054,1302,-24,-1857,653, 
BtnAAB216B5,-6577,556,911,-404,-2670,922, 
BtnAAB216B5,-6148,412,1049,-722,-3454,1193, 
BtnAAB216B5,-5181,144,1497,-934,-4090,1480, 
BtnAAB216B5,-4818,510,2261,-1031,-4469,1766, 
BtnAAB216B5,-4573,794,2407,-1123,-5049,2046, 
BtnAAB216B5,-4010,983,2950,-1169,-5608,2194, 
BtnAAB216B5,-3666,877,2453,-1311,-6287,2218, 
BtnAAB216B5,-2669,702,2181,-1247,-6771,2137, 
BtnAAB216B5,-992,525,1753,-1236,-6748,1908, 
BtnAAB216B5,422,225,1459,-1269,-6017,1597, 
BtnAAB216B5,987,-127,1323,-1192,-4825,1253, 
BtnAAB216B5,1118,-397,927,-1018,-3621,926, 
BtnAAB216B5,1430,-547,434,-792,-2246,598, 
BtnAAB216B5,1207,-726,523,-573,-351,437, 
BtnAAB216B5,636,-548,1261,-543,954,267, 
BtnAAB216B5,1393,-523,1973,-610,1610,190, 
BtnAAB216B5,1453,-568,2753,-724,2086,21, 
BtnAAB216B5,1368,-815,2887,-918,2098,-137, 
BtnAAB216B5,989,-980,2445,-1301,1703,-366, 
BtnAAB216B5,-135,-958,2064,-1962,1164,-692, 
BtnAAB216B5,-1120,-1134,1561,-2623,467,-790, 
BtnAAB216B5,-1514,-1584,816,-3181,-249,-808, 
BtnAAB216B5,-736,-2117,30,-3500,-429,-819, 
BtnAAB216B5,-133,-2622,37,-3524,25,-937, 
BtnAAB216B5,-558,-2975,616,-3590,325,-1274, 
BtnAAB216B5,-400,-2771,1252,-3715,346,-1641, 
BtnAAB216B5,5,-2434,1840,-3835,425,-1884, 
BtnAAB216B5,124,-2275,2297,-3894,516,-1999, 
BtnAAB216B5,-336,-2253,2534,-3882,454,-2163, 
BtnAAB216B5,-944,-2690,2892,-3812,297,-2266, 
BtnAAB216B5,-1403,-3210,3248,-3562,161,-2366, 
BtnAAB216B5,-1537,-3590,3947,-3169,226,-2500, 
BtnAAB216B5,-1422,-3561,4740,-2713,466,-2625, 
BtnAAB216B5,-1362,-3527,5263,-2300,819,-2712, 
BtnAAB216B5,-1593,-3674,5691,-1976,1250,-2778, 
BtnAAB216B5,-2141,-3715,5857,-1726,1574,-2860, 
BtnAAB216B5,-3029,-3796,6232,-1508,1627,-2959, 
BtnAAB216B5,-4227,-4080,6929,-1280,1418,-3044, 
BtnAAB216B5,-5174,-4308,7541,-1000,946,-3146, 
BtnAAB216B5,-5442,-4452,7551,-760,326,-3251, 
BtnAAB216B5,-5303,-4578,7272,-547,-195,-3312, 
BtnAAB216B5,-4932,-4542,7274,-354,-548,-3340, 
BtnAAB216B5,-4626,-4363,7301,-192,-760,-3333, 
BtnAAB216B5,-4585,-4199,7408,-56,-857,-3297, 
BtnAAB216B5,-4910,-4212,7743,61,-1040,-3259, 
BtnAAB216B5,-5250,-4231,8022,205,-1463,-3241, 
BtnAAB216B5,-5129,-4197,7819,396,-2052,-3212, 
BtnAAB216B5,-5037,-4240,7426,645,-2584,-3127, 
BtnAAB216B5,-4618,-4316,7049,956,-2822,-2983, 
BtnAAB216B5,-4652,-4027,6971,1305,-2635,-2845, 
BtnAAB216B5,-4802,-3866,6959,1587,-2294,-2667, 
BtnAAB216B5,-4835,-3875,6514,1887,-1976,-2358, 
BtnAAB216B5,-5002,-3812,6365,2207,-1791,-1978, 
BtnAAB216B5,-5595,-3646,7205,2600,-1701,-1557, 
BtnAAB216B5,-5531,-3408,8315,3100,-1678,-1220, 
BtnAAB216B5,-4995,-2730,8334,3569,-1578,-1067, 
BtnAAB216B5,-4796,-2377,7302,3770,-1290,-937, 
BtnAAB216B5,-4604,-2251,5984,3877,-926,-683, 
BtnAAB216B5,-4282,-2255,5052,3960,-679,-449, 
BtnAAB216B5,-4222,-2358,4733,4089,-575,-225, 
BtnAAB216B5,-3804,-2447,4491,4246,-478,15, 
BtnAAB216B5,-3308,-2500,4170,4339,-467,255, 
BtnAAB216B5,-2810,-2558,3726,4377,-447,464, 
BtnAAB216B5,-2442,-2444,3382,4423,-276,636, 
BtnAAB216B5,-1886,-2344,2824,4377,-58,736, 
BtnAAB216B5,-1376,-2301,1911,4191,114,776, 
BtnAAB216B5,-1042,-2097,1289,3978,245,794, 
BtnAAB216B5,-680,-1691,1164,3756,111,805, 
BtnAAB216B5,-727,-1451,1034,3526,-324,858, 
BtnAAB216B5,-671,-1476,606,3366,-703,948, 
BtnAAB216B5,-316,-1467,-69,3056,-1080,994, 
BtnAAB216B5,240,-1076,-630,2671,-1345,1011, 
BtnAAB216B5,826,-799,-916,2180,-1437,962, 
BtnAAB216B5,1049,-711,-922,1660,-1404,908, 
BtnAAB216B5,1334,-657,-645,1249,-1383,867, 
BtnAAB216B5,1762,-456,-322,873,-1386,793, 
BtnAAB216B5,2030,-226,-134,501,-1351,711, 
BtnAAB216B5,2054,-202,82,223,-1234,611, 
BtnAAB216B5,1988,-44,305,63,-1117,480, 
BtnAAB216B5,2040,167,746,-29,-1013,403, 
BtnAAB216B5,2120,308,1272,-97,-892,360, 
BtnAAB216B5,2168,459,1666,-165,-727,304, 
BtnAAB216B5,2102,458,1923,-246,-498,260, 
BtnAAB216B5,1988,467,2216,-300,-285,229, 
BtnAAB216B5,1821,502,2554,-315,-146,180, 
BtnAAB216B5,1672,553,2785,-316,-26,114, 
BtnAAB216B5,1618,594,2939,-322,52,48, 
BtnAAB216B5,1548,611,3094,-337,85,-16, 
BtnAAB216B5,1252,518,3362,-352,105,-61, 
BtnAAB216B5,936,465,3580,-353,124,-67, 
BtnAAB216B5,769,484,3660,-374,118,-44, 
BtnAAB216B5,745,448,3706,-406,102,-20, 
BtnAAB216B5,761,404,3824,-399,113,-2, 
BtnAAB216B5,760,398,3963,-354,180,16, 
BtnAAB216B5,743,442,3854,-279,356,51, 
BtnAAB216B5,357,522,3178,-90,936,123, 
BtnAAB216B5,644,414,3160,280,2235,273, 
BtnAAB216B5,2361,220,3955,864,4020,362, 
BtnAAB216B5,4629,142,4553,1417,6224,-19, 
BtnAAB216B5,5349,-229,3498,1544,9036,-844, 
BtnAAB216B5,3214,-774,972,1283,12233,-1693, 
BtnAAB216B5,1802,-276,-1206,1184,14481,-1619, 
BtnAAB216B5,244,598,-2474,1013,15589,-1095, 
BtnAAB216B5,-3653,789,-1797,379,15643,-662, 
BtnAAB216B5,-6507,1295,1142,-221,13619,-152, 
BtnAAB216B5,-4466,1174,1264,-637,10121,546, 
BtnAAB216B5,-3366,208,462,-661,7982,853, 
BtnAAB216B5,-4166,789,165,-573,6991,222, 
BtnAAB216B5,-3959,1020,-207,-411,5731,-351, 
BtnAAB216B5,-4479,1323,-747,-274,4334,-678, 
BtnAAB216B5,-5934,1372,-1317,-274,2594,-860, 
BtnAAB216B5,-5726,1393,-1773,-83,561,-820, 
BtnAAB216B5,-5315,1287,-480,-94,-889,-823, 
BtnAAB216B5,-5758,-74,2806,-1,-1806,-986, 
BtnAAB216B5,-5855,-544,6289,876,-2886,-1269, 
BtnAAB216B5,-4944,1419,5254,1053,-4220,-1378, 
BtnAAB216B5,-6829,1494,2345,-237,-5179,-743, 
BtnAAB216B5,-9545,57,2211,-1387,-6308,32, 
BtnAAB216B5,-8988,-289,2857,-1513,-8123,350, 
BtnAAB216B5,-7679,116,3620,-1090,-10045,639, 
BtnAAB216B5,-7083,658,4040,-968,-11647,692, 
BtnAAB216B5,-5495,710,4162,-1123,-12939,662, 
BtnAAB216B5,-3149,420,4353,-1102,-13872,710, 
BtnAAB216B5,-435,141,3848,-1134,-14091,871, 
BtnAAB216B5,1635,-197,3533,-1275,-13076,1068, 
BtnAAB216B5,2945,-356,2403,-1241,-10351,937, 
BtnAAB216B5,2371,-757,2337,-759,-6547,575, 
BtnAAB216B5,568,-1143,2979,-396,-3534,384, 
BtnAAB216B5,286,-1100,3796,-69,-1944,292, 
BtnAAB216B5,1980,-715,3994,88,-770,262, 
BtnAAB216B5,2213,-695,3862,66,351,303, 
BtnAAB216B5,1335,-948,3426,123,1040,325, 
BtnAAB216B5,665,-1080,2812,173,1337,303, 
BtnAAB216B5,550,-1098,2752,164,1510,282, 
BtnAAB216B5,523,-1045,2804,61,1765,302, 
BtnAAB216B5,372,-1014,2553,-150,2036,400, 
BtnAAB216B5,483,-1046,1905,-419,2265,570, 
BtnAAB216B5,579,-1285,1361,-716,2462,721, 
BtnAAB216B5,-413,-1618,1481,-877,2473,866, 
BtnAAB216B5,-1121,-2072,1428,-895,2333,1099, 
BtnAAB216B5,-1334,-2507,1379,-865,2062,1233, 
BtnAAB216B5,-969,-2727,1634,-868,1620,1167, 
BtnAAB216B5,-829,-2646,1743,-792,1170,1103, 
BtnAAB216B5,-619,-2556,1964,-706,895,1188, 
BtnAAB216B5,-451,-2591,1934,-709,779,1209, 
BtnAAB216B5,-247,-2667,1756,-746,790,1130, 
BtnAAB216B5,-49,-2720,1656,-752,877,1049, 
BtnAAB216B5,143,-2718,1595,-742,1009,981, 
BtnAAB216B5,89,-2847,1384,-799,1176,946, 
BtnAAB216B5,-66,-3101,954,-940,1388,958, 
BtnAAB216B5,-273,-3345,645,-1102,1600,1008, 
BtnAAB216B5,-453,-3308,503,-1244,1769,1057, 
BtnAAB216B5,-813,-3181,386,-1365,1870,1081, 
BtnAAB216B5,-1163,-2790,508,-1469,1963,1008, 
BtnAAB216B5,-1269,-2219,976,-1621,2079,851, 
BtnAAB216B5,-1401,-1827,1396,-1790,2204,682, 
BtnAAB216B5,-1683,-1650,1689,-1926,2370,458, 
BtnAAB216B5,-1748,-1444,1913,-2067,2558,104, 
BtnAAB216B5,-1700,-1137,1975,-2272,2759,-326, 
BtnAAB216B5,-1607,-783,1676,-2474,3003,-717, 
BtnAAB216B5,-1545,-441,1765,-2537,3197,-1006, 
BtnAAB216B5,-2234,-453,1979,-2552,3168,-1228, 
BtnAAB216B5,-2925,-300,2342,-2544,2904,-1409, 
BtnAAB216B5,-3671,-146,2934,-2531,2692,-1477, 
BtnAAB216B5,-3832,-78,3770,-2518,2598,-1528, 
BtnAAB216B5,-3803,-164,3841,-2577,2691,-1514, 
BtnAAB216B5,-3916,60,4028,-2602,2799,-1565, 
BtnAAB216B5,-4063,-35,4302,-2655,2983,-1592, 
BtnAAB216B5,-4281,-245,4709,-2636,2864,-1654, 
BtnAAB216B5,-3427,-438,4660,-2558,2507,-1682, 
BtnAAB216B5,-2590,-247,4317,-2442,2214,-1721, 
BtnAAB216B5,-1729,-170,4044,-2332,1807,-1750, 
BtnAAB216B5,-2543,-1657,3926,-2303,1660,-1688, 
BtnAAB216B5,-2153,-1410,4193,-2227,1803,-1955, 
BtnAAB216B5,-1482,-2168,3974,-2056,2521,-2343, 
BtnAAB216B5,117,-3276,2384,-1853,3608,-2631, 
BtnAAB216B5,-2068,-8347,2029,-906,5197,-2399, 
BtnAAB216B5,-22371,-9347,24442,4796,4670,1459, 
BtnAAB216B5,-23616,3509,22280,4968,-1568,1462, 
BtnAAB216B5,-14827,-5914,6963,968,-3710,482, 
BtnAAB216B5,-6442,-4642,4490,1458,-2268,579, 
BtnAAB216B5,-1390,-2345,2460,1364,1031,18, 
BtnAAB216B5,-576,-2649,1475,887,2569,493, 
BtnAAB216B5,-415,-2550,1680,473,2263,794, 
BtnAAB216B5,-76,-2203,2086,215,1432,569, 
BtnAAB216B5,292,-2258,2228,-3,646,291, 
BtnAAB216B5,20,-2311,2098,-204,148,141, 
BtnAAB216B5,-1351,-2354,2268,-323,9,27, 
BtnAAB216B5,-2755,-2326,2647,-377,-176,-1, 
BtnAAB216B5,-3780,-2093,2718,-394,-373,63, 
BtnAAB216B5,-4457,-1890,2344,-416,-339,146, 
BtnAAB216B5,-4517,-1758,1858,-391,-125,213, 
BtnAAB216B5,-3949,-1740,1654,-296,40,302, 
BtnAAB216B5,-3070,-2015,1663,-216,91,355, 
BtnAAB216B5,-2470,-2211,1720,-142,65,350, 
BtnAAB216B5,-2304,-2314,1699,-70,14,309, 
BtnAAB216B5,-2408,-2402,1617,-22,-7,259, 
BtnAAB216B5,-2585,-2463,1499,44,-40,237, 
BtnAAB216B5,-2740,-2400,1415,86,-57,207, 
BtnAAB216B5,-2930,-2368,1403,89,-36,189, 
BtnAAB216B5,-3086,-2398,1471,86,-13,178, 
BtnAAB216B5,-3177,-2398,1548,78,22,154, 
BtnAAB216B5,-3186,-2446,1702,71,82,137, 
BtnAAB216B5,-3151,-2502,1966,62,157,110, 
BtnAAB216B5,-3036,-2516,2255,46,209,82, 
BtnAAB216B5,-2989,-2442,2438,5,271,51, 
BtnAAB216B5,-3120,-2262,2667,-50,303,29, 
BtnAAB216B5,-3337,-2108,3035,-120,232,2, 
BtnAAB216B5,-3646,-2101,3495,-198,74,-44, 
BtnAAB216B5,-3952,-2179,4099,-319,-148,-87, 
BtnAAB216B5,-4298,-2217,4664,-541,-412,-140, 
BtnAAB216B5,-4637,-2205,5082,-717,-668,-154, 
BtnAAB216B5,-4857,-1896,5654,-789,-903,-65, 
BtnAAB216B5,-4908,-2381,5656,-815,-977,10, 
BtnAAB216B5,-4322,-2796,5599,-643,-591,104, 
BtnAAB216B5,-3675,-2390,5438,-421,435,308, 
BtnAAB216B5,-3756,-2062,4477,-717,1256,386, 
BtnAAB216B5,-3444,-1388,3380,-1054,950,127, 
BtnAAB216B5,-3067,-1326,2688,-1024,-193,-158, 
BtnAAB216B5,-4180,-1446,3476,-751,-1444,-62, 
BtnAAB216B5,-4988,-1160,4941,-348,-2666,273, 
BtnAAB216B5,-6232,-1533,6271,-109,-3415,303, 
BtnAAB216B5,-6198,-1475,6887,90,-4122,151, 
BtnAAB216B5,-5493,-1252,6499,163,-4518,26, 
BtnAAB216B5,-4952,-1250,5773,212,-4679,55, 
BtnAAB216B5,-4446,-1310,5127,296,-4804,146, 
BtnAAB216B5,-4199,-1171,4575,363,-4905,144, 
BtnAAB216B5,-4216,-1067,4332,440,-4949,105, 
BtnAAB216B5,-4094,-1100,4269,534,-4972,46, 
BtnAAB216B5,-3843,-1199,4130,607,-5034,-58, 
BtnAAB216B5,-3618,-1261,3897,651,-5096,-165, 
BtnAAB216B5,-3467,-1278,3685,682,-5089,-238, 
BtnAAB216B5,-3298,-1324,3560,715,-4977,-313, 
BtnAAB216B5,-3136,-1442,3459,750,-4763,-418, 
BtnAAB216B5,-2978,-1565,3268,786,-4570,-534, 
BtnAAB216B5,-2905,-1715,3022,804,-4412,-676, 
BtnAAB216B5,-2919,-1921,2760,836,-4297,-825, 
BtnAAB216B5,-2821,-2139,2519,869,-4242,-949, 
BtnAAB216B5,-2597,-2376,2264,917,-4137,-1040, 
BtnAAB216B5,-2477,-2643,2065,982,-3924,-1114, 
BtnAAB216B5,-2331,-2858,1934,1082,-3641,-1171, 
BtnAAB216B5,-2078,-3047,1875,1195,-3258,-1242, 
BtnAAB216B5,-1817,-3180,1813,1340,-2769,-1321, 
BtnAAB216B5,-1604,-3383,1824,1516,-2216,-1372, 
BtnAAB216B5,-1256,-3494,1906,1698,-1700,-1409, 
BtnAAB216B5,-860,-3514,1832,1862,-1234,-1471, 
BtnAAB216B5,-506,-3498,1618,2005,-810,-1491, 
BtnAAB216B5,-166,-3433,1313,2097,-431,-1407, 
BtnAAB216B5,239,-3372,892,2102,-28,-1256, 
BtnAAB216B5,270,-3352,564,2102,355,-1090, 
BtnAAB216B5,130,-3400,412,2158,646,-878, 
BtnAAB216B5,8,-3402,132,2352,1109,-609, 
BtnAAB216B5,344,-3125,640,2593,2166,-357, 
BtnAAB216B5,881,-2999,1793,2621,3433,-154, 
BtnAAB216B5,2683,-3062,2265,2422,4439,-96, 
BtnAAB216B5,4594,-2603,2527,2197,5787,-186, 
BtnAAB216B5,5785,-1918,2859,1989,7575,-205, 
BtnAAB216B5,5802,-1530,2761,1922,9708,0, 
BtnAAB216B5,4684,-1275,1718,1798,11794,265, 
BtnAAB216B5,3607,-1581,-190,1593,13878,439, 
BtnAAB216B5,2108,-2256,-1956,1348,15572,416, 
BtnAAB216B5,332,-1073,-3247,957,16433,278, 
BtnAAB216B5,-3701,-208,-2695,357,16035,949, 
BtnAAB216B5,-7371,-1060,-2332,-455,13392,1952, 
BtnAAB216B5,-6445,-1695,-1944,-617,10157,2792, 
BtnAAB216B5,-4616,-2853,-2172,-241,8160,3236, 
BtnAAB216B5,-3777,-2265,-426,638,7223,2752, 
BtnAAB216B5,-2779,-590,1115,1155,6475,1808, 
BtnAAB216B5,-3448,679,1567,1101,5519,1103, 
BtnAAB216B5,-4153,803,1290,493,4028,630, 
BtnAAB216B5,-4271,362,152,-68,2363,31, 
BtnAAB216B5,-4528,282,-1302,-334,684,-518, 
BtnAAB216B5,-4757,695,-2682,-570,-929,-860, 
BtnAAB216B5,-5367,681,-2745,-832,-2375,-968, 
BtnAAB216B5,-5971,741,-1170,-830,-3386,-948, 
BtnAAB216B5,-5435,890,1302,-302,-4210,-993, 
BtnAAB216B5,-5180,315,4133,711,-5224,-1075, 
BtnAAB216B5,-4586,1648,5142,1684,-6138,-1126, 
BtnAAB216B5,-4439,2706,5431,1680,-6568,-940, 
BtnAAB216B5,-5496,1544,5158,1011,-6829,-663, 
BtnAAB216B5,-6836,312,4551,482,-7740,-420, 
BtnAAB216B5,-8194,-584,3560,-28,-9537,-122, 
BtnAAB216B5,-8225,-819,2776,-376,-11754,52, 
BtnAAB216B5,-6434,-527,3076,-683,-13644,-89, 
BtnAAB216B5,-5119,-350,3239,-1065,-14920,-10, 
BtnAAB216B5,-3784,-323,2976,-1449,-15974,163, 
BtnAAB216B5,-1419,-658,2858,-1735,-16444,432, 
BtnAAB216B5,640,-360,3405,-1875,-15860,664, 
BtnAAB216B5,2549,-466,3031,-2070,-14357,700, 
BtnAAB216B5,2588,-880,2766,-1679,-12131,232, 
BtnAAB216B5,1368,-982,2218,-1201,-9882,-79, 
BtnAAB216B5,1197,-1031,1789,-934,-8077,-153, 
BtnAAB216B5,1923,-1093,1675,-726,-6502,-256, 
BtnAAB216B5,2366,-1290,1995,-475,-4820,-341, 
BtnAAB216B5,1546,-1271,2136,-185,-3297,-452, 
BtnAAB216B5,1494,-1328,2046,132,-2140,-404, 
BtnAAB216B5,1711,-1203,2105,477,-1044,-228, 
BtnAAB216B5,2765,-949,1889,787,40,-122, 
BtnAAB216B5,4015,-708,1922,1090,1465,-108, 
BtnAAB216B5,4729,-596,2279,1343,3000,-114, 
BtnAAB216B5,5013,-297,1967,1537,4274,-41, 
BtnAAB216B5,5206,338,1445,1493,5756,-50, 
BtnAAB216B5,5695,688,702,1099,7826,-52, 
BtnAAB216B5,7021,-592,797,886,10412,-57, 
BtnAAB216B5,6810,-2536,688,2007,13036,-289, 
BtnAAB216B5,3619,-2440,-873,3196,15214,-820, 
BtnAAB216B5,-787,-1579,-915,3226,16406,-638, 
BtnAAB216B5,-2077,-940,-161,2606,15932,-310, 
BtnAAB216B5,-783,-36,47,1777,14971,-256, 
BtnAAB216B5,-1283,279,878,1258,14189,93, 
BtnAAB216B5,-3617,24,192,944,12591,124, 
BtnAAB216B5,-3540,468,-1515,734,10217,386, 
BtnAAB216B5,-2350,786,-2417,621,8431,569, 
BtnAAB216B5,-4673,785,-2189,629,7392,291, 
BtnAAB216B5,-6376,1200,-1993,628,5675,-164, 
BtnAAB216B5,-6457,1321,-1840,498,3553,-513, 
BtnAAB216B5,-6153,1639,-1847,102,1732,-767, 
BtnAAB216B5,-5817,1328,-2779,-637,403,-849, 
BtnAAB216B5,-6598,679,-2045,-1282,-720,-659, 
BtnAAB216B5,-6937,491,1071,-1176,-1891,-368, 
BtnAAB216B5,-6129,1856,3306,-524,-2856,-319, 
BtnAAB216B5,-5503,3156,3093,-511,-3513,-283, 
BtnAAB216B5,-5941,3007,2639,-884,-3830,110, 
BtnAAB216B5,-6568,2477,2707,-1095,-4013,566, 
BtnAAB216B5,-6620,1816,2198,-1012,-4365,986, 
BtnAAB216B5,-6171,1080,2175,-720,-4476,1419, 
BtnAAB216B5,-5508,720,2614,-508,-4422,1702, 
BtnAAB216B5,-5225,307,3373,-483,-4793,1928, 
BtnAAB216B5,-4891,215,4007,-453,-5792,2147, 
BtnAAB216B5,-3665,252,4272,-294,-6896,2052, 
BtnAAB216B5,-2308,213,3834,-357,-7760,1921, 
BtnAAB216B5,-727,-51,3245,-467,-8165,1968, 
BtnAAB216B5,725,-374,2803,-580,-8055,1921, 
BtnAAB216B5,2095,-372,2330,-517,-7436,1485, 
BtnAAB216B5,2740,-531,1231,-381,-5883,1119, 
BtnAAB216B5,2844,-665,327,-116,-3622,776, 
BtnAAB216B5,1625,-676,523,24,-1188,455, 
BtnAAB216B5,1549,-697,1294,17,260,235, 
BtnAAB216B5,2601,-588,2001,-61,1246,24, 
BtnAAB216B5,2444,-743,2437,-164,2142,-133, 
BtnAAB216B5,2123,-1089,2598,-264,2469,-209, 
BtnAAB216B5,1473,-1403,2538,-312,2303,-248, 
BtnAAB216B5,802,-1459,2165,-369,1924,-272, 
BtnAAB216B5,324,-1412,1708,-644,1491,-312, 
BtnAAB216B5,198,-1587,1377,-1117,1100,-373, 
BtnAAB216B5,155,-1643,1038,-1559,886,-479, 
BtnAAB216B5,135,-1779,662,-1922,925,-559, 
BtnAAB216B5,105,-2014,646,-2254,1196,-624, 
BtnAAB216B5,-31,-2160,600,-2546,1516,-755, 
BtnAAB216B5,-157,-2294,625,-2766,1775,-919, 
BtnAAB216B5,240,-2292,455,-2960,2069,-1051, 
BtnAAB216B5,493,-2319,541,-3321,2152,-1280, 
BtnAAB216B5,-423,-2607,1111,-3645,1947,-1504, 
BtnAAB216B5,-1065,-2882,1703,-3618,1605,-1495, 
BtnAAB216B5,-1830,-2891,2263,-3514,1310,-1482, 
BtnAAB216B5,-2214,-2968,3006,-3530,1092,-1592, 
BtnAAB216B5,-1881,-2891,3773,-3483,902,-1806, 
BtnAAB216B5,-1213,-2563,3790,-3294,685,-2085, 
BtnAAB216B5,-1127,-2580,3877,-3044,649,-2233, 
BtnAAB216B5,-1391,-3017,4440,-2729,896,-2306, 
BtnAAB216B5,-1798,-3393,5325,-2407,1196,-2450, 
BtnAAB216B5,-2576,-3728,6209,-2019,1456,-2557, 
BtnAAB216B5,-3715,-4046,6865,-1695,1575,-2561, 
BtnAAB216B5,-4513,-4283,7170,-1449,1418,-2526, 
BtnAAB216B5,-4808,-4207,7213,-1244,1086,-2494, 
BtnAAB216B5,-5035,-4039,7170,-1112,731,-2455, 
BtnAAB216B5,-5022,-4019,7368,-989,330,-2393, 
BtnAAB216B5,-4895,-3913,7521,-824,-127,-2377, 
BtnAAB216B5,-4564,-3969,7605,-632,-487,-2373, 
BtnAAB216B5,-4036,-4153,7957,-433,-678,-2390, 
BtnAAB216B5,-3683,-4286,8433,-267,-809,-2408, 
BtnAAB216B5,-3845,-4410,8685,-105,-938,-2392, 
BtnAAB216B5,-3951,-4476,8583,25,-1125,-2381, 
BtnAAB216B5,-3798,-4513,8305,186,-1382,-2361, 
BtnAAB216B5,-3736,-4377,7939,343,-1671,-2346, 
BtnAAB216B5,-3662,-4167,7497,489,-1941,-2356, 
BtnAAB216B5,-3589,-4024,7072,669,-2176,-2394, 
BtnAAB216B5,-3621,-4002,6759,896,-2347,-2417, 
BtnAAB216B5,-3437,-3841,6597,1095,-2478,-2427, 
BtnAAB216B5,-3490,-3703,6341,1205,-2596,-2433, 
BtnAAB216B5,-3655,-3488,6114,1262,-2781,-2438, 
BtnAAB216B5,-3737,-3208,5837,1215,-3111,-2493, 
BtnAAB216B5,-3223,-2933,5212,1154,-3527,-2606, 
BtnAAB216B5,-2802,-2716,4909,1154,-3744,-2667, 
BtnAAB216B5,-2358,-2834,4568,1217,-3764,-2649, 
BtnAAB216B5,-1833,-3153,4402,1547,-3420,-2296, 
BtnAAB216B5,-2762,-3227,4364,1997,-2786,-1805, 
BtnAAB216B5,-2941,-3465,4241,2442,-2063,-1279, 
BtnAAB216B5,-3097,-3649,4571,2904,-1118,-710, 
BtnAAB216B5,-3575,-3512,4769,3396,-201,-170, 
BtnAAB216B5,-3825,-3172,4404,3931,567,349, 
BtnAAB216B5,-3639,-2937,4132,4512,1385,844, 
BtnAAB216B5,-2969,-2839,4132,4887,2217,1260, 
BtnAAB216B5,-2016,-2403,4198,5142,2949,1475, 
BtnAAB216B5,-1438,-1469,4623,5297,3287,1572, 
BtnAAB216B5,-1742,-1200,4779,5060,2761,1691, 
BtnAAB216B5,-874,-1107,4334,4708,1801,1724, 
BtnAAB216B5,-636,-1122,2933,4206,952,1618, 
BtnAAB216B5,-873,-1242,1272,3713,248,1438, 
BtnAAB216B5,-1115,-1341,508,3470,-315,1385, 
BtnAAB216B5,-513,-1451,631,3401,-793,1446, 
BtnAAB216B5,-22,-1273,934,3287,-1067,1313, 
BtnAAB216B5,523,-1086,1345,2969,-1300,1181, 
BtnAAB216B5,1195,-892,1461,2439,-1561,1115, 
BtnAAB216B5,1477,-722,922,1816,-1888,1026, 
BtnAAB216B5,1372,-799,372,1242,-2217,945, 
