AccelerometerX,AccelerometerY,AccelerometerZ
-60,198,6592
-97,170,6509
-244,110,6478
-343,8,6376
-258,-106,6133
1,-179,5808
338,-225,5437
635,-211,5070
824,-116,4744
888,30,4566
913,43,4400
919,16,4159
948,52,3962
1024,116,3703
1196,163,3380
1456,203,3045
1776,274,2797
2041,316,2536
2062,413,2322
1863,591,2239
1622,711,2161
1465,841,2159
1512,886,2049
1777,876,1844
2054,876,1645
2214,873,1530
2130,887,1408
1748,929,1298
1050,1006,1339
299,1021,1494
-139,1015,1584
-98,1078,1498
341,1199,1207
803,1359,860
928,1560,722
743,1701,712
298,1711,645
-317,1715,616
-756,1691,675
-851,1653,817
-608,1643,976
-229,1596,942
91,1673,892
218,1799,1117
141,1717,1407
-128,1538,1484
-597,1596,1511
-1083,1742,1719
-1289,1700,2079
-1245,1511,2317
-1264,1522,2317
-1371,1721,2444
-1448,1597,2553
-1511,1313,2527
-1636,1286,2453
-1740,1373,2506
-1872,1394,2640
-2078,1435,3036
-2257,1363,3497
-2386,1169,3587
-2521,1318,3603
-2466,1442,3650
-2289,1272,3462
-2304,1299,3441
-2391,1331,3735
-2490,1153,4260
-2687,1001,4552
-2794,1171,4635
-2724,1417,4676
-2678,1374,4594
-2690,1100,4403
-2712,906,4209
-2651,862,4255
-2647,790,4691
-2988,638,4898
-3382,668,4962
-3560,742,4975
-3429,575,4880
-3096,403,4870
-2791,378,4703
-2589,462,4565
-2529,451,4688
-2636,258,4922
-2765,81,5151
-2811,28,5310
-2694,51,5373
-2545,118,5394
-2340,60,5389
-2099,-93,5303
-1974,-202,5325
-1963,-361,5417
-2051,-499,5521
-2199,-485,5813
-2283,-476,6148
-2232,-596,6254
-1950,-696,6224
-1530,-753,6078
-1060,-800,5964
-669,-873,5905
-497,-903,6016
-494,-909,6147
-593,-908,6157
-548,-882,6156
-253,-922,6051
203,-992,5740
705,-931,5418
1193,-810,5202
1563,-752,4977
1702,-627,4853
1605,-480,4803
1488,-410,4690
1403,-386,4588
1481,-483,4338
1739,-527,4078
1938,-409,3917
1916,-249,3818
1666,-136,3825
1325,-147,3936
1042,-221,4054
886,-231,3987
838,-136,3875
842,-38,3838
829,-2,3822
724,-8,3840
514,-42,3911
255,-121,3981
21,-128,4083
-151,-42,4112
-288,118,4136
-428,217,4130
-487,223,4081
-461,205,4027
-445,193,3997
-465,217,3965
-499,264,3979
-583,282,4019
-677,231,4035
-745,203,4074
-737,207,4063
-698,203,4046
-687,228,4013
-705,277,4057
-762,271,4096
-805,265,4140
-774,268,4176
-713,227,4147
-695,207,4133
-775,212,4161
-845,198,4199
-864,225,4257
-844,275,4268
-785,314,4259
-775,317,4221
-838,292,4224
-869,302,4275
-803,323,4294
-763,341,4292
-811,362,4291
-861,323,4282
-843,273,4263
-752,261,4231
-672,318,4185
-674,370,4154
-752,350,4189
-864,301,4233
-933,249,4211
-916,256,4185
-817,293,4173
-697,325,4126
-650,330,4110
-630,347,4085
-673,340,4068
-761,317,4089
-815,272,4133
-779,252,4153
-681,277,4115
-642,354,4107
-699,378,4129
-776,363,4152
-858,306,4184
-836,236,4164
-721,237,4089
-657,289,4073
-676,316,4107
-710,302,4146
-768,298,4182
-821,312,4193
-832,316,4179
-793,317,4158
-743,316,4167
-681,327,4184
-668,347,4186
-686,332,4203
-702,297,4210
-694,279,4210
-749,309,4238
-831,316,4270
-855,292,4296
-781,259,4238
-677,288,4191
-599,328,4167
-602,318,4191
-694,293,4218
-797,270,4255
-808,274,4251
-803,285,4235
-804,299,4236
-792,291,4227
-785,296,4204
-755,298,4175
-721,293,4180
-733,284,4160
-739,276,4165
-743,301,4197
-806,329,4184
-845,371,4213
-836,333,4233
-786,295,4224
-734,304,4185
-739,317,4147
-811,314,4192
-848,284,4187
-823,279,4173
-786,288,4159
-719,312,4145
-678,359,4155
-711,370,4195
-778,340,4215
-807,299,4197
-810,301,4176
-752,319,4131
-738,351,4147
-739,348,4185
-730,298,4198
-723,295,4189
-696,288,4185
-699,293,4168
-768,313,4180
-853,319,4218
-871,329,4220
-824,343,4195
-741,314,4132
-695,321,4112
-751,332,4150
-786,316,4189
-759,305,4191
-743,329,4183
-780,355,4161
-814,345,4176
-805,304,4174
-779,288,4139
-749,333,4104
-726,361,4114
-706,364,4129
-714,358,4111
-740,332,4112
-782,315,4138
-805,281,4158
-794,277,4165
-740,282,4152
-707,312,4164
-702,344,4174
-725,348,4188
-743,327,4191
-725,304,4184
-760,301,4174
-815,290,4206
-832,295,4235
-802,321,4259
-768,343,4268
-748,383,4240
-712,366,4238
