sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
491,-86,-879,956,-816,2870,417
492,-146,-805,957,-964,2821,218
493,-187,-770,1016,-810,2874,154
494,-280,-764,1062,-261,2927,46
495,-293,-844,1102,464,2872,-157
496,-253,-908,1131,909,2864,-487
497,-235,-921,1105,524,2894,-920
498,-234,-867,1100,-341,2876,-1221
499,-274,-744,1159,-783,2956,-1399
500,-298,-662,1237,-548,3017,-1479
501,-301,-658,1326,81,2944,-1452
502,-366,-643,1413,749,2775,-1518
503,-383,-652,1425,940,2624,-1706
504,-365,-649,1455,532,2517,-2008
505,-315,-606,1441,-165,2290,-2290
506,-322,-557,1409,-726,1946,-2463
507,-357,-488,1403,-790,1544,-2614
508,-384,-410,1367,-374,1261,-2711
509,-403,-326,1361,471,1091,-2563
510,-421,-312,1384,1339,978,-2428
511,-381,-292,1369,1858,1026,-2489
512,-349,-257,1355,1569,1030,-2622
513,-360,-196,1312,760,962,-2727
514,-331,-150,1256,-150,860,-2768
515,-310,-71,1221,-499,737,-2721
516,-300,-49,1163,-294,554,-2606
517,-292,-38,1112,282,413,-2487
518,-297,22,1103,893,482,-2460
519,-291,64,1137,1313,730,-2460
520,-214,98,1147,1296,952,-2389
521,-208,143,1207,1046,1026,-2336
522,-219,178,1280,770,1073,-2419
523,-194,196,1300,292,987,-2374
524,-209,235,1285,-210,700,-2149
525,-213,263,1280,-464,546,-1836
526,-229,242,1267,-238,433,-1651
527,-226,202,1253,8,261,-1463
528,-216,164,1210,198,155,-1301
529,-234,153,1173,227,138,-1247
530,-238,147,1161,49,196,-1235
531,-233,131,1183,-292,228,-1198
532,-213,106,1147,-568,171,-1151
533,-194,81,1104,-728,17,-1083
534,-231,78,1067,-691,-134,-1001
535,-253,106,1051,-466,-173,-823
536,-227,83,1054,5,-138,-581
537,-234,21,1030,495,-108,-469
538,-218,11,1007,626,-75,-417
539,-190,-27,962,467,26,-397
540,-196,-23,944,171,124,-393
541,-193,11,968,-68,226,-370
542,-179,4,979,-85,304,-348
543,-219,23,1023,42,288,-315
544,-213,24,1037,219,241,-180
545,-196,-4,1048,382,177,-108
546,-229,-7,1035,299,48,-38
547,-220,-19,1028,14,-34,42
548,-198,-54,1005,-218,-56,85
549,-195,-79,970,-363,-126,119
550,-204,-108,932,-310,-157,103
551,-225,-128,920,-113,-59,-28
552,-228,-119,921,-38,118,-139
553,-218,-116,942,-130,265,-157
554,-218,-86,993,-181,335,-141
555,-209,-66,992,-64,364,-81
556,-201,-84,1049,106,306,-6
557,-213,-109,1049,149,185,76
558,-224,-157,1045,71,69,87
559,-230,-170,1040,-3,3,76
560,-235,-187,1015,-5,-15,29
561,-257,-196,1009,-56,15,-57
562,-248,-220,996,-179,97,-133
563,-237,-215,995,-343,150,-223
564,-236,-196,1009,-525,175,-243
565,-224,-177,1016,-554,175,-208
566,-213,-173,1009,-370,122,-172
567,-203,-146,1043,-79,-3,-88
568,-212,-158,1023,327,-114,-28
569,-225,-200,1006,544,-216,23
570,-234,-213,975,473,-214,-12
571,-215,-233,976,212,-118,-102
572,-220,-212,962,-89,-36,-210
573,-222,-169,982,-296,15,-233
574,-213,-147,989,-288,19,-229
575,-199,-133,992,-187,-65,-151
576,-207,-128,1000,24,-169,-98
577,-182,-137,972,225,-259,-28
578,-177,-144,939,380,-335,-16
579,-171,-159,921,344,-345,-36
580,-180,-165,904,165,-235,-85
581,-183,-154,889,-95,-42,-135
582,-176,-149,904,-310,175,-143
583,-183,-152,938,-355,292,-143
584,-189,-144,986,-288,282,-34
585,-185,-135,1020,-9,218,39
586,-191,-154,1025,249,109,85
587,-197,-167,1013,276,-40,115
588,-217,-196,1004,208,-157,97
589,-191,-199,974,108,-179,17
590,-205,-194,944,-97,-143,-55
591,-213,-175,927,-261,-59,-122
592,-197,-161,934,-304,122,-149
593,-183,-158,930,-290,245,-126
594,-186,-131,965,-238,239,-85
595,-195,-103,1009,-27,196,11
596,-194,-123,1031,235,93,128
597,-199,-160,1004,397,-30,164
598,-208,-175,1002,323,-97,111
599,-209,-191,973,49,-83,87
600,-198,-205,954,-218,-20,7
601,-210,-190,941,-357,46,-67
