AccelerometerX,AccelerometerY,AccelerometerZ,Subject
-339,-1285,6249,1
-189,-1104,5914,1
113,-1066,6227,1
137,-1028,6625,1
-210,-1160,7214,1
-1734,-1400,6800,1
-1869,-1425,6469,1
-1872,-1399,5775,1
-1907,-1438,5136,1
-2004,-1592,4730,1
-2208,-1868,4576,1
-2172,-2521,5580,1
-1801,-2612,6136,1
-1540,-2483,5441,1
-1862,-2497,4673,1
-2047,-2460,4052,1
-1991,-2568,4003,1
-1443,-2643,4731,1
-1538,-2637,4870,1
-1455,-2466,4097,1
-1344,-2038,3111,1
-911,-1567,2485,1
-519,-813,2261,1
-509,-559,2153,1
-425,-417,1906,1
-215,-457,2084,1
-319,-538,2396,1
-605,-531,2703,1
-501,-521,2779,1
-233,-428,2762,1
-70,-377,2802,1
-187,-365,3067,1
-223,-368,3495,1
-243,-481,3656,1
-313,-404,3702,1
-312,-250,3655,1
-277,-169,3634,1
-295,-162,3675,1
-262,-133,3936,1
-369,-177,4149,1
-385,-238,4008,1
-400,-260,4078,1
-437,-302,4278,1
-392,-314,4357,1
-371,-331,4263,1
-452,-336,4180,1
-471,-310,4179,1
-522,-264,4153,1
-505,-247,4092,1
-477,-215,4075,1
-407,-222,4044,1
-397,-254,4036,1
-412,-241,4096,1
-459,-250,4097,1
-440,-252,4109,1
-459,-251,4042,1
-482,-222,4018,1
-464,-214,4007,1
-443,-251,4018,1
-496,-277,4072,1
-491,-262,4029,1
-486,-227,4070,1
-457,-226,4084,1
-482,-227,4113,1
-469,-246,4087,1
-505,-259,4121,1
-503,-245,4114,1
-486,-234,4088,1
-473,-218,4049,1
-499,-252,4079,1
-488,-247,4066,1
-513,-246,4109,1
-519,-287,4181,1
-514,-260,4109,1
-510,-250,4002,1
-492,-215,4022,1
-477,-223,3995,1
-498,-257,4122,1
-522,-242,4041,1
-544,-242,4024,1
-551,-255,4066,1
-511,-246,4138,1
-475,-266,4082,1
-498,-272,4100,1
-521,-287,4153,1
-555,-287,4090,1
-544,-277,4103,1
-534,-282,4152,1
-466,-278,4153,1
-460,-283,4102,1
-475,-260,4067,1
-483,-274,4071,1
-492,-291,4105,1
-491,-289,4128,1
-474,-262,4102,1
-469,-285,4057,1
-532,-289,4044,1
-562,-304,4054,1
-545,-335,4110,1
-549,-332,4082,1
-549,-297,3985,1
-572,-294,4064,1
-571,-296,4083,1
-573,-294,4052,1
-581,-266,4004,1
-565,-277,4000,1
-609,-302,4039,1
-558,-331,4085,1
